"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE_SPEC.TABLE_EXPLANATION","TITLE_SPEC.TABLE_SUB_CATEGORY3"
"0003272768","漁業就業動向調査 確報 平成29年漁業就業動向調査報告書","年次","201701-201712","2019-01-01","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-1","2017年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数 漁業雇われ","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成29年漁業就業動向調査報告書","2017年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数","漁業雇われ","","",""
"0003272769","漁業就業動向調査 確報 平成29年漁業就業動向調査報告書","年次","201701-201712","2019-01-01","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","2017年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 総数","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成29年漁業就業動向調査報告書","2017年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","総数","","",""
"0003272770","漁業就業動向調査 確報 平成29年漁業就業動向調査報告書","年次","201701-201712","2019-01-01","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","2017年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 自営漁業のみ・自営漁業と漁業雇われ別漁業就業者数 自営漁業のみ","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成29年漁業就業動向調査報告書","2017年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","自営漁業のみ・自営漁業と漁業雇われ別漁業就業者数","自営漁業のみ","",""
"0003272771","漁業就業動向調査 確報 平成29年漁業就業動向調査報告書","年次","201701-201712","2019-01-01","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","2017年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 自営漁業のみ・自営漁業と漁業雇われ別漁業就業者数 自営漁業と漁業雇われ－計","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成29年漁業就業動向調査報告書","2017年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","自営漁業のみ・自営漁業と漁業雇われ別漁業就業者数","自営漁業と漁業雇われ－計","",""
"0003272772","漁業就業動向調査 確報 平成29年漁業就業動向調査報告書","年次","201701-201712","2019-01-01","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","2017年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 自営漁業のみ・自営漁業と漁業雇われ別漁業就業者数 自営漁業と漁業雇われ－自営漁業が主","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成29年漁業就業動向調査報告書","2017年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","自営漁業のみ・自営漁業と漁業雇われ別漁業就業者数","自営漁業と漁業雇われ－自営漁業が主","",""
"0003272773","漁業就業動向調査 確報 平成29年漁業就業動向調査報告書","年次","201701-201712","2019-01-01","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","2017年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 自営漁業のみ・自営漁業と漁業雇われ別漁業就業者数 自営漁業と漁業雇われ－自営漁業が従","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成29年漁業就業動向調査報告書","2017年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","自営漁業のみ・自営漁業と漁業雇われ別漁業就業者数","自営漁業と漁業雇われ－自営漁業が従","",""
"0003272774","漁業就業動向調査 確報 平成29年漁業就業動向調査報告書","年次","201701-201712","2019-01-01","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","2017年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 専業","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成29年漁業就業動向調査報告書","2017年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","専業","",""
"0003272775","漁業就業動向調査 確報 平成29年漁業就業動向調査報告書","年次","201701-201712","2019-01-01","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","2017年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 第１種兼業－計","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成29年漁業就業動向調査報告書","2017年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","第１種兼業－計","",""
"0003272776","漁業就業動向調査 確報 平成29年漁業就業動向調査報告書","年次","201701-201712","2019-01-01","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","2017年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 第１種兼業－自営漁業のみ","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成29年漁業就業動向調査報告書","2017年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","第１種兼業－自営漁業のみ","",""
"0003272777","漁業就業動向調査 確報 平成29年漁業就業動向調査報告書","年次","201701-201712","2019-01-01","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","2017年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 第１種兼業－自営漁業が主","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成29年漁業就業動向調査報告書","2017年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","第１種兼業－自営漁業が主","",""
"0003272778","漁業就業動向調査 確報 平成29年漁業就業動向調査報告書","年次","201701-201712","2019-01-01","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","2017年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 第１種兼業－自営漁業が従","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成29年漁業就業動向調査報告書","2017年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","第１種兼業－自営漁業が従","",""
"0003272779","漁業就業動向調査 確報 平成29年漁業就業動向調査報告書","年次","201701-201712","2019-01-01","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","2017年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 第２種兼業－計","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成29年漁業就業動向調査報告書","2017年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","第２種兼業－計","",""
"0003272780","漁業就業動向調査 確報 平成29年漁業就業動向調査報告書","年次","201701-201712","2019-01-01","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","2017年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 第２種兼業－自営漁業のみ","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成29年漁業就業動向調査報告書","2017年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","第２種兼業－自営漁業のみ","",""
"0003272781","漁業就業動向調査 確報 平成29年漁業就業動向調査報告書","年次","201701-201712","2019-01-01","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","2017年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 第２種兼業－自営漁業が主","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成29年漁業就業動向調査報告書","2017年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","第２種兼業－自営漁業が主","",""
"0003272782","漁業就業動向調査 確報 平成29年漁業就業動向調査報告書","年次","201701-201712","2019-01-01","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","2017年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 第２種兼業－自営漁業が従","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成29年漁業就業動向調査報告書","2017年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","第２種兼業－自営漁業が従","",""
"0003272783","漁業就業動向調査 確報 平成29年漁業就業動向調査報告書","年次","201701-201712","2019-01-01","0","該当なし","90","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","5","2017年統計表　大海区編 世帯員数（個人経営体出身） 総数","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成29年漁業就業動向調査報告書","2017年統計表　大海区編","世帯員数（個人経営体出身）","総数","","",""
"0003272784","漁業就業動向調査 確報 平成29年漁業就業動向調査報告書","年次","201701-201712","2019-01-01","0","該当なし","90","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","5","2017年統計表　大海区編 世帯員数（個人経営体出身） 自営漁業専兼業別世帯員数 専業","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成29年漁業就業動向調査報告書","2017年統計表　大海区編","世帯員数（個人経営体出身）","自営漁業専兼業別世帯員数","専業","",""
"0003272785","漁業就業動向調査 確報 平成29年漁業就業動向調査報告書","年次","201701-201712","2019-01-01","0","該当なし","90","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","5","2017年統計表　大海区編 世帯員数（個人経営体出身） 自営漁業専兼業別世帯員数 第１種兼業","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成29年漁業就業動向調査報告書","2017年統計表　大海区編","世帯員数（個人経営体出身）","自営漁業専兼業別世帯員数","第１種兼業","",""
"0003272786","漁業就業動向調査 確報 平成29年漁業就業動向調査報告書","年次","201701-201712","2019-01-01","0","該当なし","90","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","5","2017年統計表　大海区編 世帯員数（個人経営体出身） 自営漁業専兼業別世帯員数 第２種兼業","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成29年漁業就業動向調査報告書","2017年統計表　大海区編","世帯員数（個人経営体出身）","自営漁業専兼業別世帯員数","第２種兼業","",""
"0003273689","漁業就業動向調査 確報 平成29年漁業就業動向調査報告書","年次","201701-201712","2019-01-01","0","該当なし","60","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","5","年次別統計表編 大海区別世帯員数（個人経営体出身）（全国）","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成29年漁業就業動向調査報告書","年次別統計表編","大海区別世帯員数（個人経営体出身）（全国）","","","",""
"0001886241","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","21","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","累年統計表 漁業経営体数（全国）（平成25年～）","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","累年統計表","漁業経営体数（全国）（平成25年～）","","","",""
"0001886247","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","30","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","令和元年統計表 漁業経営体 全国・大海区別統計 経営組織別経営体数","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","漁業経営体","全国・大海区別統計","経営組織別経営体数","",""
"0001886248","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","120","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","令和元年統計表 漁業経営体 全国・大海区別統計 経営体階層別経営体数","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","漁業経営体","全国・大海区別統計","経営体階層別経営体数","",""
"0001886249","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","40","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","令和元年統計表 漁業経営体 全国・大海区別統計 自家漁業の専兼業別経営体数（個人経営体）","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","漁業経営体","全国・大海区別統計","自家漁業の専兼業別経営体数（個人経営体）","",""
"0001886250","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","36","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","令和元年統計表 漁業経営体 経営体階層別統計 経営組織別経営体数","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","漁業経営体","経営体階層別統計","経営組織別経営体数","",""
"0001886251","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","120","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","令和元年統計表 漁業経営体 経営体階層別統計 販売金額１位の主な漁業種類別経営体数","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","漁業経営体","経営体階層別統計","販売金額１位の主な漁業種類別経営体数","",""
"0001886252","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","120","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","令和元年統計表 漁業経営体 経営体階層別統計 営んだ主な漁業種類別経営体数","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","漁業経営体","経営体階層別統計","営んだ主な漁業種類別経営体数","",""
"0001886253","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","36","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","令和元年統計表 漁業経営体 経営体階層別統計 漁船使用の有無別経営体数","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","漁業経営体","経営体階層別統計","漁船使用の有無別経営体数","",""
"0001886254","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","72","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","令和元年統計表 漁業経営体 経営体階層別統計 動力漁船保有隻数別経営体数","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","漁業経営体","経営体階層別統計","動力漁船保有隻数別経営体数","",""
"0001886255","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","36","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","令和元年統計表 漁業経営体 経営体階層別統計 海面養殖施設総面積規模別経営体数","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","漁業経営体","経営体階層別統計","海面養殖施設総面積規模別経営体数","",""
"0001886256","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","168","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","令和元年統計表 漁業経営体 経営体階層別統計 漁獲物・収獲物の販売金額規模別経営体数","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","漁業経営体","経営体階層別統計","漁獲物・収獲物の販売金額規模別経営体数","",""
"0001886257","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","144","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","令和元年統計表 漁業経営体 経営体階層別統計 経営方針の決定参画者（経営主を除く）の有無別経営体数（個人経営体）","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","漁業経営体","経営体階層別統計","経営方針の決定参画者（経営主を除く）の有無別経営体数（個人経営体）","",""
"0001886258","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","504","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","令和元年統計表 漁業経営体 漁業種類の組合せ統計（販売金額１位の漁業種類別の販売金額２位・３位の漁業種類の組合せ別経営体数） 販売金額１位の漁業種類が小型底びき網","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","漁業経営体","漁業種類の組合せ統計（販売金額１位の漁業種類別の販売金額２位・３位の漁業種類の組合せ別経営体数）","販売金額１位の漁業種類が小型底びき網","",""
"0001886259","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","560","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","令和元年統計表 漁業経営体 漁業種類の組合せ統計（販売金額１位の漁業種類別の販売金額２位・３位の漁業種類の組合せ別経営体数） 販売金額１位の漁業種類が船びき網","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","漁業経営体","漁業種類の組合せ統計（販売金額１位の漁業種類別の販売金額２位・３位の漁業種類の組合せ別経営体数）","販売金額１位の漁業種類が船びき網","",""
"0001886260","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","392","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","令和元年統計表 漁業経営体 漁業種類の組合せ統計（販売金額１位の漁業種類別の販売金額２位・３位の漁業種類の組合せ別経営体数） 販売金額１位の漁業種類が小型定置網","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","漁業経営体","漁業種類の組合せ統計（販売金額１位の漁業種類別の販売金額２位・３位の漁業種類の組合せ別経営体数）","販売金額１位の漁業種類が小型定置網","",""
"0001886261","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","504","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","令和元年統計表 漁業経営体 漁業種類の組合せ統計（販売金額１位の漁業種類別の販売金額２位・３位の漁業種類の組合せ別経営体数） 販売金額１位の漁業種類が沿岸いか釣","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","漁業経営体","漁業種類の組合せ統計（販売金額１位の漁業種類別の販売金額２位・３位の漁業種類の組合せ別経営体数）","販売金額１位の漁業種類が沿岸いか釣","",""
"0001886262","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","560","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","令和元年統計表 漁業経営体 漁業種類の組合せ統計（販売金額１位の漁業種類別の販売金額２位・３位の漁業種類の組合せ別経営体数） 販売金額１位の漁業種類がひき縄釣","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","漁業経営体","漁業種類の組合せ統計（販売金額１位の漁業種類別の販売金額２位・３位の漁業種類の組合せ別経営体数）","販売金額１位の漁業種類がひき縄釣","",""
"0001886263","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","560","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","令和元年統計表 漁業経営体 漁業種類の組合せ統計（販売金額１位の漁業種類別の販売金額２位・３位の漁業種類の組合せ別経営体数） 販売金額１位の漁業種類が採貝・採藻","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","漁業経営体","漁業種類の組合せ統計（販売金額１位の漁業種類別の販売金額２位・３位の漁業種類の組合せ別経営体数）","販売金額１位の漁業種類が採貝・採藻","",""
"0001886264","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","672","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","令和元年統計表 漁業経営体 漁業種類の組合せ統計（販売金額１位の漁業種類別の販売金額２位・３位の漁業種類の組合せ別経営体数） 販売金額１位の漁業種類がほたてがい養殖","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","漁業経営体","漁業種類の組合せ統計（販売金額１位の漁業種類別の販売金額２位・３位の漁業種類の組合せ別経営体数）","販売金額１位の漁業種類がほたてがい養殖","",""
"0001886265","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","560","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","令和元年統計表 漁業経営体 漁業種類の組合せ統計（販売金額１位の漁業種類別の販売金額２位・３位の漁業種類の組合せ別経営体数） 販売金額１位の漁業種類がかき類養殖","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","漁業経営体","漁業種類の組合せ統計（販売金額１位の漁業種類別の販売金額２位・３位の漁業種類の組合せ別経営体数）","販売金額１位の漁業種類がかき類養殖","",""
"0001886266","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","504","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","1","令和元年統計表 漁業経営体 漁業種類の組合せ統計（販売金額１位の漁業種類別の販売金額２位・３位の漁業種類の組合せ別経営体数） 販売金額１位の漁業種類がのり類養殖","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","漁業経営体","漁業種類の組合せ統計（販売金額１位の漁業種類別の販売金額２位・３位の漁業種類の組合せ別経営体数）","販売金額１位の漁業種類がのり類養殖","",""
"0001886242","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","294","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","2","累年統計表 男女別・年齢階層別漁業就業者数（全国）（平成25年～）","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","累年統計表","男女別・年齢階層別漁業就業者数（全国）（平成25年～）","","","",""
"0001886267","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","420","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","2","令和元年統計表 労働力 全国・大海区別統計（男女別・年齢階層別漁業就業者数）","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","労働力","全国・大海区別統計（男女別・年齢階層別漁業就業者数）","","",""
"0001886268","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","504","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","2","令和元年統計表 労働力 経営体階層別統計（男女別・年齢階層別漁業就業者数）","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","労働力","経営体階層別統計（男女別・年齢階層別漁業就業者数）","","",""
"0001886269","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","72","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","2","令和元年統計表 労働力 男女別・年齢階層別統計 自営・漁業雇われ別漁業就業者数","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","労働力","男女別・年齢階層別統計","自営・漁業雇われ別漁業就業者数","",""
"0001886270","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","108","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","2","令和元年統計表 労働力 男女別・年齢階層別統計 個人経営体 海上作業従事日数別漁業就業者数（自家漁業のみ）","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","労働力","男女別・年齢階層別統計","個人経営体","","海上作業従事日数別漁業就業者数（自家漁業のみ）"
"0001886271","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","180","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","2","令和元年統計表 労働力 男女別・年齢階層別統計 個人経営体 海上作業従事日数１位の主な漁業種類別漁業就業者数（自家漁業のみ）","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","労働力","男女別・年齢階層別統計","個人経営体","","海上作業従事日数１位の主な漁業種類別漁業就業者数（自家漁業のみ）"
"0001886272","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","180","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","2","令和元年統計表 労働力 男女別・年齢階層別統計 個人経営体 自家漁業の専兼業別漁業就業者数","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","労働力","男女別・年齢階層別統計","個人経営体","","自家漁業の専兼業別漁業就業者数"
"0001886273","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","252","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","2","令和元年統計表 労働力 男女別・年齢階層別統計 団体経営体 役職者数","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","労働力","男女別・年齢階層別統計","団体経営体","","役職者数"
"0001886274","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","108","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","2","令和元年統計表 労働力 男女別・年齢階層別統計 団体経営体 海上作業従事日数別漁業就業者数（役職者のみ）","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","労働力","男女別・年齢階層別統計","団体経営体","","海上作業従事日数別漁業就業者数（役職者のみ）"
"0001886275","漁業構造動態調査 確報 令和元年漁業構造動態調査報告書","年次","201901-201912","2021-12-24","0","該当なし","180","2022-02-08","","00500213","漁業構造動態調査","00500","農林水産省","2","令和元年統計表 労働力 男女別・年齢階層別統計 団体経営体 海上作業従事日数１位の主な漁業種類別漁業就業者数（役職者のみ）","04","農林水産業","04","水産業","漁業構造動態調査","確報","令和元年漁業構造動態調査報告書","令和元年統計表","労働力","男女別・年齢階層別統計","団体経営体","","海上作業従事日数１位の主な漁業種類別漁業就業者数（役職者のみ）"
